qald_version,split,question_id,sentence_en
qald-1,test,42,"
Which bridges are of the same type as the Manhattan Bridge?
"
qald-1,test,14,"
Was U.S. president Jackson involved in a war?
"
qald-1,test,20,"
Which European countries are a constitutional monarchy?
"
qald-1,test,40,"
Who is the author of WikiLeaks?
"
qald-1,test,17,"
Which state of the United States of America has the highest density?
"
qald-1,test,19,"
What is the currency of the Czech Republic?
"
qald-1,test,22,"
Which countries in the European Union adopted the Euro?
"
qald-1,test,11,"
What is the area code of Berlin?
"
qald-1,test,9,"
Which countries have more than two official languages?
"
qald-1,test,16,"
Who is the owner of Universal Studios?
"
qald-1,test,34,"
Through which countries does the Yenisei river flow?
"
qald-1,test,48,"
When did Germany join the EU?
"
qald-1,test,36,"
Which monarchs of the United Kingdom were married to a German?
"
qald-1,test,8,"
When was the Battle of Gettysburg?
"
qald-1,test,24,"
What is the highest mountain in Germany?
"
qald-1,test,26,"
Give me all soccer clubs in Spain.
"
qald-1,test,5,"
What are the official languages of the Philippines?
"
qald-1,test,6,"
Who is the mayor of New York City?
"
qald-1,test,41,"
Who designed the Brooklyn Bridge?
"
qald-1,test,2,"
Which telecommunications organizations are located in Belgium?
"
qald-1,test,15,"
What is the profession of Frank Herbert?
"
qald-1,test,46,"
What is the highest place of Karakoram?
"
qald-1,test,25,"
Give me the homepage of Forbes.
"
qald-1,test,1,"
Which companies are in the computer software industry?
"
qald-1,test,47,"
What did Bruce Carver die from?
"
qald-3,test,1,"
Which German cities have more than 250000 inhabitants?
"
qald-3,test,2,"
Who was the successor of John F. Kennedy?
"
qald-3,test,3,"
Who is the mayor of Berlin?
"
qald-3,test,4,"
How many students does the Free University in Amsterdam have?
"
qald-3,test,5,"
What is the second highest mountain on Earth?
"
qald-3,test,6,"
Give me all professional skateboarders from Sweden.
"
qald-3,test,7,"
When was Alberta admitted as province?
"
qald-3,test,8,"
To which countries does the Himalayan mountain system extend?
"
qald-3,test,9,"
Give me a list of all trumpet players that were bandleaders.
"
qald-3,test,10,"
What is the total amount of men and women serving in the FDNY?
"
qald-3,test,11,"
Who is the Formula 1 race driver with the most races?
"
qald-3,test,12,"
Give me all world heritage sites designated within the past five years.
"
qald-3,test,13,"
Who is the youngest player in the Premier League?
"
qald-3,test,14,"
Give me all members of Prodigy.
"
qald-3,test,15,"
What is the longest river?
"
qald-3,test,16,"
Does the new Battlestar Galactica series have more episodes than the old one?
"
qald-3,test,17,"
Give me all cars that are produced in Germany.
"
qald-3,test,19,"
Give me all people that were born in Vienna and died in Berlin.
"
qald-3,test,20,"
How tall is Michael Jordan?
"
qald-3,test,21,"
What is the capital of Canada?
"
qald-3,test,22,"
Who is the governor of Wyoming?
"
qald-3,test,23,"
Do Prince Harry and Prince William have the same mother?
"
qald-3,test,24,"
Who was the father of Queen Elizabeth II?
"
qald-3,test,25,"
Which U.S. state has been admitted latest?
"
qald-3,test,26,"
How many official languages are spoken on the Seychelles?
"
qald-3,test,27,"
Sean Parnell is the governor of which U.S. state?
"
qald-3,test,28,"
Give me all movies directed by Francis Ford Coppola.
"
qald-3,test,29,"
Give me all actors starring in movies directed by and starring William Shatner.
"
qald-3,test,30,"
What is the birth name of Angela Merkel?
"
qald-3,test,31,"
Give me all current Methodist national leaders.
"
qald-3,test,32,"
How often did Nicole Kidman marry?
"
qald-3,test,33,"
Give me all Australian nonprofit organizations.
"
qald-3,test,34,"
In which military conflicts did Lawrence of Arabia participate?
"
qald-3,test,35,"
Who developed Minecraft?
"
qald-3,test,36,"
What is the melting point of copper?
"
qald-3,test,37,"
Give me all sister cities of Brno.
"
qald-3,test,38,"
How many inhabitants does Maribor have?
"
qald-3,test,39,"
Give me all companies in Munich.
"
qald-3,test,40,"
List all games by GMT.
"
qald-3,test,41,"
Who founded Intel?
"
qald-3,test,42,"
Who is the husband of Amanda Palmer?
"
qald-3,test,43,"
Give me all breeds of the German Shepherd dog.
"
qald-3,test,44,"
Which cities does the Weser flow through?
"
qald-3,test,45,"
Which countries are connected by the Rhine?
"
qald-3,test,46,"
Which professional surfers were born on the Philippines?
"
qald-3,test,47,"
What is the average temperature on Hawaii?
"
qald-3,test,48,"
In which UK city are the headquarters of the MI6?
"
qald-3,test,49,"
Which other weapons did the designer of the Uzi develop?
"
qald-3,test,50,"
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?
"
qald-3,test,51,"
Give me all Frisian islands that belong to the Netherlands.
"
qald-3,test,52,"
Who invented the zipper?
"
qald-3,test,53,"
What is the ruling party in Lisbon?
"
qald-3,test,54,"
What are the nicknames of San Francisco?
"
qald-3,test,55,"
Which Greek goddesses dwelt on Mount Olympus?
"
qald-3,test,56,"
When were the Hells Angels founded?
"
qald-3,test,57,"
Give me the Apollo 14 astronauts.
"
qald-3,test,58,"
What is the time zone of Salt Lake City?
"
qald-3,test,59,"
Which U.S. states are in the same timezone as Utah?
"
qald-3,test,60,"
Give me a list of all lakes in Denmark.
"
qald-3,test,61,"
How many space missions have there been?
"
qald-3,test,62,"
Did Socrates influence Aristotle?
"
qald-3,test,63,"
Give me all Argentine films.
"
qald-3,test,64,"
Give me all launch pads operated by NASA.
"
qald-3,test,65,"
Which instruments did John Lennon play?
"
qald-3,test,66,"
Which ships were called after Benjamin Franklin?
"
qald-3,test,67,"
Who are the parents of the wife of Juan Carlos I?
"
qald-3,test,68,"
How many employees does Google have?
"
qald-3,test,69,"
Did Tesla win a nobel prize in physics?
"
qald-3,test,70,"
Is Michelle Obama the wife of Barack Obama?
"
qald-3,test,71,"
When was the Statue of Liberty built?
"
qald-3,test,72,"
In which U.S. state is Fort Knox located?
"
qald-3,test,73,"
How many children did Benjamin Franklin have?
"
qald-3,test,74,"
When did Michael Jackson die?
"
qald-3,test,75,"
Which daughters of British earls died in the same place they were born in?
"
qald-3,test,76,"
List the children of Margaret Thatcher.
"
qald-3,test,77,"
Who was called Scarface?
"
qald-3,test,78,"
Was Margaret Thatcher a chemist?
"
qald-3,test,79,"
Was Dutch Schultz a jew?
"
qald-3,test,80,"
Give me all books by William Goldman with more than 300 pages.
"
qald-3,test,81,"
Which books by Kerouac were published by Viking Press?
"
qald-3,test,82,"
Give me a list of all American inventions.
"
qald-3,test,83,"
How high is the Mount Everest?
"
qald-3,test,84,"
Who created the comic Captain America?
"
qald-3,test,85,"
How many people live in the capital of Australia?
"
qald-3,test,86,"
What is the largest city in Australia?
"
qald-3,test,87,"
Who composed the music for Harold and Maude?
"
qald-3,test,88,"
Which films starring Clint Eastwood did he direct himself?
"
qald-3,test,89,"
In which city was the former Dutch queen Juliana buried?
"
qald-3,test,90,"
Where is the residence of the prime minister of Spain?
"
qald-3,test,91,"
Which U.S. state has the abbreviation MN?
"
qald-3,test,92,"
Show me all songs from Bruce Springsteen released between 1980 and 1990.
"
qald-3,test,93,"
Which movies did Kurosawa direct after Rashomon?
"
qald-3,test,94,"
What is the founding year of the brewery that produces Pilsner Urquell?
"
qald-3,test,95,"
Who wrote the lyrics for the Polish national anthem?
"
qald-3,test,96,"
Give me all B-sides of the Ramones. 
"
qald-3,test,97,"
Who painted The Storm on the Sea of Galilee?
"
qald-3,test,98,"
Which country does the creator of Miffy come from?
"
qald-3,test,99,"
For which label did Elvis record his first album?
"
qald-3,test,100,"
Who produces Orangina?
"
qald-8,train,1,List all the musicals with music by Elton John.
qald-8,train,4,Who is the host of the BBC Wildlife Specials?
qald-8,train,6,In what city is the Heineken brewery?
qald-8,train,7,When did Operation Overlord commence?
qald-8,train,9,Who developed Slack?
qald-8,train,16,Who wrote the book Les Piliers de la terre?
qald-8,train,18,Who discovered Ceres?
qald-8,train,20,What is the largest country in the world?
qald-8,train,21,Who is the mayor of Paris?
qald-8,train,22,Who is the coach of Ankara's ice hockey team?
qald-8,train,25,How much did the Lego Movie cost?
qald-8,train,35,How many people live in Poland?
qald-8,train,41,Who created Family Guy?
qald-8,train,43,Who wrote the song Hotel California?
qald-8,train,45,What is in a chocolate chip cookie?
qald-8,train,47,Does Neymar play for Real Madrid?
qald-8,train,50,What does IYCM stand for?
qald-8,train,60,Who played Gus Fring in Breaking Bad?
qald-8,train,62,In which ancient empire could you pay with cocoa beans?
qald-8,train,65,Which electronics companies were founded in Beijing?
qald-8,train,68,What is the capital of Cameroon?
qald-8,train,78,What form of government does Russia have?
qald-8,train,89,Which Indian company has the most employees?
qald-8,train,93,Is the wife of president Obama called Michelle?
qald-8,train,95,Who is the president of Eritrea?
qald-8,train,96,Which films did Stanley Kubrick direct?
qald-8,train,100,How tall is Claudia Schiffer?
qald-8,train,103,Who was the successor of John F. Kennedy?
qald-8,train,104,Who composed the soundtrack for Cameron's Titanic?
qald-8,train,106,In which time zone is Rome?
qald-8,train,108,Who are the developers of DBpedia?
qald-8,train,110,Who is the king of the Netherlands?
qald-8,train,111,In which city did Nikos Kazantzakis die?
qald-8,train,116,In which country does the Nile start?
qald-8,train,118,Which companies produce hovercrafts?
qald-8,train,119,Did Elvis Presley have children?
qald-8,train,120,In which countries do people speak Japanese?
qald-8,train,122,Is Michelle Obama the wife of Barack Obama?
qald-8,train,125,What was the first Queen album?
qald-8,train,126,Which television shows were created by Walt Disney?
qald-8,train,128,What country is Sitecore from?
qald-8,train,130,Who was Vincent van Gogh inspired by?
qald-8,train,133,Who wrote the Game of Thrones theme?
qald-8,train,135,When did Boris Becker end his active career?
qald-8,train,138,To which party does the mayor of Paris belong?
qald-8,train,140,Who was the doctoral supervisor of Albert Einstein?
qald-8,train,141,In which city does Sylvester Stallone live?
qald-8,train,144,Who is the son of Sonny and Cher?
qald-8,train,145,In which city are the headquarters of the United Nations?
qald-8,train,150,Show me Hemingway's autobiography.
qald-8,train,159,Did Kaurismäki ever win the Grand Prix at Cannes?
qald-8,train,161,Where is Syngman Rhee buried?
qald-8,train,165,Show me all books in Asimov's Foundation series.
qald-8,train,176,What is the biggest stadium in Spain?
qald-8,train,177,What are the five boroughs of New York?
qald-8,train,181,Can you find frescoes in Crete?
qald-8,train,182,Do Urdu and Persian have a common root?
qald-8,train,183,Does the Ford Motor Company have a manufacturing plant in Malaysia?
qald-8,train,186,Give me all Seven Wonders of the Ancient World.
qald-8,train,189,How many states are in Mexico?
qald-8,train,190,How many theories did Albert Einstein come up with?
qald-8,train,191,Is horse racing a sport?
qald-8,train,192,Is Pluto really a planet?
qald-8,train,193,Was Sigmund Freud married?
qald-8,train,194,What form of government is found in South Africa?
qald-8,train,196,What is the longest river in the world?
qald-8,train,197,Which building after the Burj Khalifa has the most floors?
qald-8,train,198,What is the wavelength of indigo?
qald-8,train,200,What were the names of the three ships used by Columbus?
qald-8,train,203,When was John Adams born?
qald-8,train,205,Which city has the oldest running metro?
qald-8,train,206,Which holidays are celebrated around the world?
qald-8,train,207,Who assassinated President McKinley?
qald-8,train,208,Who discovered Pluto?
qald-8,train,210,Who was buried in the Great Pyramid of Giza?
qald-8,train,211,Who was the first King of England?
qald-8,train,212,What was the final result of the War of the Roses?
qald-8,train,213,Who writes the Farmers' Almanac?
qald-8,train,215,How many people live in Eurasia?
qald-8,train,216,Give me the runtime of Toy Story.
qald-8,train,217,What was the first name of the band Queens of the Stone Age?
qald-8,train,218,Give me the birth place of Frank Sinatra.
qald-8,train,219,Which university did Angela Merkel attend?
qald-3,train,1,"
Give me all female Russian astronauts.
"
qald-3,train,2,"
Give me the birthdays of all actors of the television show Charmed.
"
qald-3,train,3,"
Who is the daughter of Ingrid Bergman married to?
"
qald-3,train,6,"
In which city did John F. Kennedy die?
"
qald-3,train,7,"
Is the wife of president Obama called Michelle?
"
qald-3,train,11,"
Which countries have places with more than two caves?
"
qald-3,train,13,"
Which classis do tree frogs belong to?
"
qald-3,train,16,"
Give me the capitals of all countries in Africa.
"
qald-3,train,20,"
How many employees does IBM have?
"
qald-3,train,21,"
Which states border Illinois?
"
qald-3,train,28,"
Which European countries have a constitutional monarchy?
"
qald-3,train,29,"
Which awards did WikiLeaks win?
"
qald-3,train,30,"
Which state of the USA has the highest population density?
"
qald-3,train,37,"
When did Latvia join the EU?
"
qald-3,train,40,"
What is the highest mountain in Australia?
"
qald-3,train,46,"
Is Frank Herbert still alive?
"
qald-3,train,49,"
Give me all companies in the advertising industry.
"
qald-3,train,51,"
Give me all school types.
"
qald-3,train,52,"
Which presidents were born in 1945?
"
qald-3,train,53,"
Give me all presidents of the United States.
"
qald-3,train,54,"
Who was the wife of U.S. president Lincoln?
"
qald-3,train,55,"
Who developed the video game World of Warcraft?
"
qald-3,train,56,"
What is the official website of Tom Cruise?
"
qald-3,train,57,"
List all episodes of the first season of the HBO television series The Sopranos!
"
qald-3,train,58,"
Who produced the most films?
"
qald-3,train,59,"
Give me all people with first name Jimmy.
"
qald-3,train,60,"
Is there a video game called Battle Chess?
"
qald-3,train,61,"
Which mountains are higher than the Nanga Parbat?
"
qald-3,train,62,"
Who created Wikipedia?
"
qald-3,train,63,"
Give me all actors starring in Last Action Hero.
"
qald-3,train,64,"
Which software has been developed by organizations founded in California?
"
qald-3,train,65,"
Which companies work in the aerospace industry as well as on nuclear reactor technology?
"
qald-3,train,66,"
Is Christian Bale starring in Batman Begins?
"
qald-3,train,67,"
Give me the websites of companies with more than 500000 employees.
"
qald-3,train,68,"
Which actors were born in Germany?
"
qald-3,train,69,"
Which caves have more than 3 entrances?
"
qald-3,train,70,"
Give me all films produced by Hal Roach.
"
qald-3,train,71,"
Give me all video games published by Mean Hamster Software.
"
qald-3,train,72,"
Which languages are spoken in Estonia?
"
qald-3,train,73,"
Who owns Aldi?
"
qald-3,train,74,"
Which capitals in Europe were host cities of the summer olympic games?
"
qald-3,train,75,"
Who has been the 5th president of the United States of America?
"
qald-3,train,76,"
How many films did Hal Roach produce?
"
qald-3,train,77,"
Which music albums contain the song Last Christmas?
"
qald-3,train,78,"
Give me all books written by Danielle Steel.
"
qald-3,train,79,"
Which airports are located in California, USA?
"
qald-3,train,80,"
Give me all Canadian Grunge record labels.
"
qald-3,train,81,"
Which country has the most official languages?
"
qald-3,train,82,"
In which programming language is GIMP written?
"
qald-3,train,83,"
Who produced films starring Natalie Portman?
"
qald-3,train,84,"
Give me all movies with Tom Cruise.
"
qald-3,train,85,"
In which films did Julia Roberts as well as Richard Gere play?
"
qald-3,train,86,"
Give me all female German chancellors.
"
qald-3,train,87,"
Who wrote the book Les Piliers de la terre?
"
qald-3,train,88,"
How many films did Leonardo DiCaprio star in?
"
qald-3,train,89,"
Give me all soccer clubs in the Premier League.
"
qald-3,train,90,"
When was Capcom founded?
"
qald-3,train,91,"
Which organizations were founded in 1950?
"
qald-3,train,92,"
What is the highest mountain?
"
qald-3,train,93,"
Was Natalie Portman born in the United States?
"
qald-3,train,94,"
Which budget did the first movie of Zdenek Sverak have?
"
qald-3,train,95,"
How many big fires struck Paris during the Middle Ages?
"
qald-3,train,96,"
Is Jens Friebe a vegan?
"
qald-3,train,97,"
How often was Michael Jordan divorced?
"
qald-3,train,98,"
What is the most beautiful painting?
"
qald-3,train,99,"
Give me all animal species that live in the Teutoburg Forest.
"
qald-3,train,100,"
When is the movie Worst Case Scenario going to be in cinemas in the Netherlands?
"
qald-7,train,43,Is Christian Bale starring in Batman Begins?
qald-7,train,62,List all episodes of the first season of the HBO television series The Sopranos!
qald-7,train,106,What color expresses loyalty?
qald-7,train,190,In which U.S. state is Fort Knox located?
qald-7,train,199,Does the new Battlestar Galactica series have more episodes than the old one?
qald-2,train,37,"
When did Finland join the EU?
"
qald-2,train,63,"
Give me all actors starring in Batman Begins.
"
qald-2,train,87,"
Who wrote the book The pillars of the Earth?
"
qald-7,test,7,Give me all American presidents in the last 20 years.
qald-7,test,28,What were the original 13 British colonies?
qald-8,test,1,What is the alma mater of the chancellor of Germany Angela Merkel?
qald-8,test,2,How large is the area of UK?
qald-8,test,3,Who is the author of the interpretation of dreams?
qald-8,test,4,What is the birth name of Adele?
qald-8,test,5,What are the top selling luxury vehicle brands in Germany?
qald-8,test,7,Who is Dan Jurafsky?
qald-8,test,8,When will start the final match of the football world cup 2018?
qald-8,test,10,how much is the elevation of Düsseldorf Airport ?
qald-8,test,11,how much is the total population of  european union?
qald-8,test,12,when was the founding date of french fifth republic?
qald-8,test,13,Who are the founders of  BlaBlaCar?
qald-8,test,15,how many foreigners speak German?
qald-8,test,16,Where is the birthplace of Goethe?
qald-8,test,17,Where is the origin of Carolina reaper?
qald-8,test,18,How much is the population of Mexico City ?
qald-8,test,21,What is the percentage of area water in Brazil?
qald-8,test,22,How much is the population of Iraq?
qald-8,test,24,What is the population of Cairo?
qald-8,test,25,How much is the population density rank of Germany?
qald-8,test,26,What is the relation between Resource Description Framework and Web Ontology Language?
qald-8,test,27,How large is the total area of North Rhine-Westphalia?
qald-8,test,28,What is the original title of the interpretation of dreams?
qald-8,test,30,Who are the writers of the Wall album of Pink Floyd?
qald-8,test,31,When was the death  of  Shakespeare?
qald-8,test,32,With how many countries Iran has borders?
qald-8,test,34,What is the smallest city by area in Germany?
qald-8,test,35,Which beer brewing comapnies are located in North-Rhine Westphalia?
qald-8,test,36,What is the largest city in america?
qald-8,test,37,Who is the current federal minister of finance in Germany?
qald-8,test,38,What is the highest mountain in the Bavarian Alps?
qald-8,test,40,Who is 8th president of US?
qald-8,test,41,Where is the most deep point in the ocean?
qald-8,test,42,In which state Penn State University is located?
qald-8,test,43,Which species does an elephant belong?
qald-8,test,44,What is Donald Trump's main business?
qald-8,test,45,What is the last work of Dan Brown?
qald-8,test,46,What other books have been written by the author of The Fault in Our Stars?
qald-8,test,47,When was the last episode of the TV series Friends aired?
qald-1,train,1,"
Who are the presidents of the United States?
"
qald-1,train,10,"
Who was the wife of President Lincoln?
"
qald-1,train,29,"
What is the official website of Tom Hanks?
"
qald-1,train,8,"
Which people have as their given name Jimmy?
"
qald-1,train,27,"
Who created English Wikipedia?
"
qald-1,train,20,"
Which country does the Airedale Terrier come from?
"
qald-1,train,22,"
Which birds are there in the United States?
"
qald-1,train,46,"
Give me all European Capitals!
"
qald-1,train,13,"
Which cities have more than 2 million inhabitants?
"
qald-1,train,4,"
Who was Tom Hanks married to?
"
qald-1,train,26,"
When was DBpedia released?
"
qald-1,train,5,"
Which people were born in Heraklion?
"
qald-1,train,42,"
Which software has been published by Mean Hamster Software?
"
qald-1,train,18,"
What languages are spoken in Estonia?
"
qald-1,train,19,"
Who is called Dana?
"
qald-1,train,38,"
Which books were written by Danielle Steel?
"
qald-1,train,28,"
Which companies are located in California, USA?
"
qald-1,train,25,"
Which genre does DBpedia belong to?
"
qald-1,train,36,"
Give me all movies with Tom Cruise!
"
qald-1,train,3,"
Give me all female German chancellors!
"
qald-1,train,47,"
Is Natalie Portman an actress?
"
qald-2,test,22,"
Who is the governor of Texas?
"
qald-2,test,23,"
Do Harry and William, Princes of Wales, have the same mother?
"
qald-2,test,35,"
Who developed Skype?
"
qald-2,test,40,"
List all boardgames by GMT.
"
qald-2,test,72,"
In which U.S. state is Area 51 located?
"
qald-2,test,91,"
Which U.S. State has the abbreviation MN?
"
qald-2,test,93,"
Which movies did Sam Raimi direct after Army of Darkness?
"
qald-4,train,123,Do Prince Harry and Prince William have the same mother?
qald-4,train,127,Sean Parnell is the governor of which U.S. state?
qald-4,train,149,Which other weapons did the designer of the Uzi develop?
qald-4,train,161,How many space missions have there been?
qald-4,train,163,Give me all Danish films.
qald-4,train,184,Who created the comic Captain America?
qald-4,train,193,Which movies did Kurosawa direct after Rashomon?
qald-4,train,29,Which awards did WikiLeaks win?
qald-4,train,3,Who is the daughter of Ingrid Bergman married to?
qald-4,train,35,Who is the owner of Universal Studios?
qald-4,train,38,Which monarchs were married to a German?
qald-4,train,75,Who was the first president of the United States?
qald-4,train,90,When was Capcom founded?
qald-4,train,96,Is Jens Friebe a vegan?
qald-4,train,99,Give me all animal species that live in the Teutoburg Forest.
qald-6,test,8,How many movies did Park Chan-wook direct?
qald-6,test,11,What is the name of the school where Obama's wife studied?
qald-6,test,19,Who is the most powerful Jedi?
qald-6,test,20,How many goals did Pelé score?
qald-6,test,29,Show me all basketball players that are higher than 2 meters.
qald-6,test,39,Which movies star both Liz Taylor and Richard Burton?
qald-6,test,42,Which writers studied in Istanbul?
qald-6,test,44,What is the full name of Prince Charles?
qald-6,test,48,What do ants eat?
qald-6,test,53,Give me a list of all Canadians that reside in the U.S.
qald-6,test,57,When did the Dodo become extinct?
qald-6,test,61,Where do the Red Sox play?
qald-6,test,65,What was the original occupation of the inventor of Lego?
qald-6,test,67,Show me all U.S. states.
qald-6,test,70,Can you cry underwater?
qald-6,test,77,When was Coca Cola invented?
qald-6,test,79,On which day is Columbus Day?
qald-6,test,83,What movies does Jesse Eisenberg play in?
qald-6,test,85,Show me all museums in London.
qald-6,test,86,Give me all South American countries.
qald-6,test,91,What kind of music did Lou Reed play?
qald-6,test,95,What are the zodiac signs?
qald-6,test,96,What languages do they speak in Pakistan?
qald-9,train,1,List all boardgames by GMT.
qald-9,train,2,Who developed Skype?
qald-9,train,3,Which people were born in Heraklion?
qald-9,train,4,In which U.S. state is Area 51 located?
qald-9,train,5,Who is the mayor of New York City?
qald-9,train,8,Which airports does Air China serve?
qald-9,train,9,Give me all actors starring in movies directed by and starring William Shatner.
qald-9,train,10,What are the official languages of the Philippines?
qald-9,train,13,Give me the grandchildren of Bruce Lee.
qald-9,train,16,Which state of the USA has the highest population density?
qald-9,train,18,Which organizations were founded in 1950?
qald-9,train,20,Give me the Apollo 14 astronauts.
qald-9,train,21,Who wrote the book The pillars of the Earth?
qald-9,train,22,Which state of the United States of America has the highest density?
qald-9,train,23,Which spaceflights were launched from Baikonur?
qald-9,train,24,Give me a list of all trumpet players that were bandleaders.
qald-9,train,25,Which U.S. states are in the same timezone as Utah?
qald-9,train,26,Which U.S. states possess gold minerals?
qald-9,train,28,How deep is Lake Placid?
qald-9,train,201,What is the highest mountain in Saxony Germany?
qald-9,train,217,How much is the population of mexico city ?
qald-9,train,237,Where is Sungkyunkwan University?
qald-9,train,278,how big is the total area of North Rhine- Westphalia?
qald-9,train,283,how much is the population  Iraq?
qald-9,train,288,how much is the population densty rank of germany?
qald-9,train,305,Which holidays are celebrated around the world? test2
qald-4,test,14,What is the most frequent death cause?
qald-4,test,48,What does CPU stand for?
qald-5,train,301,Who was vice president under the president who authorized atomic weapons against Japan during World War II?
qald-5,train,302,In which town was the assassin of Martin Luther King born?
qald-5,train,303,Which anti-apartheid activist was born in Mvezo?
qald-5,train,304,How many Golden Globe awards did the daughter of Henry Fonda win?
qald-5,train,305,Which recipients of the Victoria Cross died in the Battle of Arnhem?
qald-5,train,306,Where did the first man in space die?
qald-5,train,307,How old was Steve Jobs' sister when she first met him?
qald-5,train,308,Which members of the Wu-Tang Clan took their stage name from a movie?
qald-5,train,309,Which writers had influenced the philosopher that refused a Nobel Prize?
qald-5,train,310,Under which king did the British prime minister that signed the Munich agreement serve?
qald-5,train,311,Who composed the music for the film that depicts the early life of Jane Austin?
qald-5,train,312,Who succeeded the pope that reigned only 33 days?
qald-5,train,313,On which island did the national poet of Greece die?
qald-5,train,314,Which horses did The Long Fellow ride?
qald-5,train,315,"Of the people that died of radiation in Los Alamos, whose death was an accident?"
qald-5,train,316,Which building owned by the Bank of America was featured in the TV series MegaStructures?
qald-5,train,317,"Which buildings in art deco style did Shreve, Lamb and Harmon design?"
qald-5,train,318,Which birds are protected under the National Parks and Wildlife Act?
qald-5,train,319,Which country did the first known photographer of snowflakes come from?
qald-5,train,320,List all the battles commanded by the lover of Cleopatra.
qald-5,train,321,Are the Rosetta Stone and the Gayer-Andersen cat exhibited in the same museum?
qald-5,train,322,Which actress starring in the TV series Friends owns the production company Coquette Productions?
qald-5,train,323,Gaborone is the capital of which country member of the African Union?
qald-5,train,324,When was the composer of the opera Madame Butterfly born?
qald-5,train,325,Which street basketball player was diagnosed with Sarcoidosis?
qald-5,train,326,For which movie did the daughter of Francis Ford Coppola receive an Oscar?
qald-5,train,327,Which city does the first person to climb all 14 eight-thousanders come from?
qald-5,train,328,At which college did the only American actor that received the César Award study?
qald-5,train,329,Did Napoleon's first wife die in France?
qald-5,train,330,How old is James Bond in the latest Bond book by William Boyd?
qald-5,train,331,What eating disorder is characterized by an appetite for substances such as clay and sand?
qald-5,train,332,What is the native city of Hollywood's highest-paid actress?
qald-5,train,333,In which city does the former main presenter of the Xposé girls live?
qald-5,train,334,Who plays Phileas Fogg in the adaptation of Around the World in 80 Days directed by Buzz Kulik?
qald-5,train,335,Who is the front man of the band that wrote Coffee & TV?
qald-5,train,336,Which Chinese-speaking country is a former Portguese colony?
qald-5,train,337,What is the largest city in the county in which Faulkner spent most of his life?
qald-5,train,338,"In which year did the Hungarian-American actor called ""The King of Horror"" make his first film?"
qald-5,train,339,Under which pseudonym did Charles Dickens publish some of his books?
qald-5,train,340,A landmark of which city is the home of the Mona Lisa?
